bus_code,hour,scen,powerSupply2Nivel
97,14,1,0.0
97,14,2,0.0
97,14,3,0.0
97,14,4,0.0
97,14,5,0.0
97,14,6,0.0
97,14,7,0.0
97,14,8,0.0
97,14,9,0.0
97,14,10,0.0
97,15,1,0.0
97,15,2,0.0
97,15,3,0.0
97,15,4,0.0
97,15,5,0.0
97,15,6,0.0
97,15,7,0.0
97,15,8,0.0
97,15,9,0.0
97,15,10,0.0
97,16,1,0.0
97,16,2,0.0
97,16,3,0.0
97,16,4,0.0
97,16,5,0.0
97,16,6,0.0
97,16,7,0.0
97,16,8,0.0
97,16,9,0.0
97,16,10,0.0
97,17,1,0.0
97,17,2,0.0
97,17,3,0.0
97,17,4,0.0
97,17,5,0.0
97,17,6,0.0
97,17,7,0.0
97,17,8,0.0
97,17,9,0.0
97,17,10,0.0
97,18,1,0.0
97,18,2,0.0
97,18,3,0.0
97,18,4,0.0
97,18,5,0.0
97,18,6,0.0
97,18,7,0.0
97,18,8,0.0
97,18,9,0.0
97,18,10,0.0
97,19,1,0.0
97,19,2,0.0
97,19,3,0.0
97,19,4,0.0
97,19,5,0.0
97,19,6,0.0
97,19,7,0.0
97,19,8,0.0
97,19,9,0.0
97,19,10,0.0
97,20,1,0.0
97,20,2,0.0
97,20,3,0.0
97,20,4,0.0
97,20,5,0.0
97,20,6,0.0
97,20,7,0.0
97,20,8,0.0
97,20,9,0.0
97,20,10,0.0
97,21,1,0.0
97,21,2,0.0
97,21,3,0.0
97,21,4,0.0
97,21,5,0.0
97,21,6,0.0
97,21,7,0.0
97,21,8,0.0
97,21,9,0.0
97,21,10,0.0
97,22,1,0.0
97,22,2,0.0
97,22,3,0.0
97,22,4,0.0
97,22,5,0.0
97,22,6,0.0
97,22,7,0.0
97,22,8,0.0
97,22,9,0.0
97,22,10,0.0
97,23,1,0.0
97,23,2,0.0
97,23,3,0.0
97,23,4,0.0
97,23,5,0.0
97,23,6,0.0
97,23,7,0.0
97,23,8,0.0
97,23,9,0.0
97,23,10,0.0
97,24,1,0.0
97,24,2,0.0
97,24,3,0.0
97,24,4,0.0
97,24,5,0.0
97,24,6,0.0
97,24,7,0.0
97,24,8,0.0
97,24,9,0.0
97,24,10,0.0
98,1,1,0.0
98,1,2,0.0
98,1,3,0.0
98,1,4,0.0
98,1,5,0.0
98,1,6,0.0
98,1,7,0.0
98,1,8,0.0
98,1,9,0.0
98,1,10,0.0
98,2,1,0.0
98,2,2,0.0
98,2,3,0.0
98,2,4,0.0
98,2,5,0.0
98,2,6,0.0
98,2,7,0.0
98,2,8,0.0
98,2,9,0.0
98,2,10,0.0
98,3,1,0.0
98,3,2,0.0
98,3,3,0.0
98,3,4,0.0
98,3,5,0.0
98,3,6,0.0
98,3,7,0.0
98,3,8,0.0
98,3,9,0.0
98,3,10,0.0
98,4,1,0.0
98,4,2,0.0
98,4,3,0.0
98,4,4,0.0
98,4,5,0.0
98,4,6,0.0
98,4,7,0.0
98,4,8,0.0
98,4,9,0.0
98,4,10,0.0
98,5,1,0.0
98,5,2,0.0
98,5,3,0.0
98,5,4,0.0
98,5,5,0.0
98,5,6,0.0
98,5,7,0.0
98,5,8,0.0
98,5,9,0.0
98,5,10,0.0
98,6,1,0.0
98,6,2,0.0
98,6,3,0.0
98,6,4,0.0
98,6,5,0.0
98,6,6,0.0
98,6,7,0.0
98,6,8,0.0
98,6,9,0.0
98,6,10,0.0
98,7,1,0.0
98,7,2,0.0
98,7,3,0.0
98,7,4,0.0
98,7,5,0.0
98,7,6,0.0
98,7,7,0.0
98,7,8,0.0
98,7,9,0.0
98,7,10,0.0
98,8,1,0.0
98,8,2,0.0
98,8,3,0.0
98,8,4,0.0
98,8,5,0.0
98,8,6,0.0
98,8,7,0.0
98,8,8,0.0
98,8,9,0.0
98,8,10,0.0
98,9,1,0.0
98,9,2,0.0
98,9,3,0.0
98,9,4,0.0
98,9,5,0.0
98,9,6,0.0
98,9,7,0.0
98,9,8,0.0
98,9,9,0.0
98,9,10,0.0
98,10,1,0.0
98,10,2,0.0
98,10,3,0.0
98,10,4,0.0
98,10,5,0.0
98,10,6,0.0
98,10,7,0.0
98,10,8,0.0
98,10,9,0.0
98,10,10,0.0
98,11,1,0.0
98,11,2,0.0
98,11,3,0.0
98,11,4,0.0
98,11,5,0.0
98,11,6,0.0
98,11,7,0.0
98,11,8,0.0
98,11,9,0.0
98,11,10,0.0
98,12,1,0.0
98,12,2,0.0
98,12,3,0.0
98,12,4,0.0
98,12,5,0.0
98,12,6,0.0
98,12,7,0.0
98,12,8,0.0
98,12,9,0.0
98,12,10,0.0
98,13,1,0.0
98,13,2,0.0
98,13,3,0.0
98,13,4,0.0
98,13,5,0.0
98,13,6,0.0
98,13,7,0.0
98,13,8,0.0
98,13,9,0.0
98,13,10,0.0
98,14,1,0.0
98,14,2,0.0
98,14,3,0.0
98,14,4,0.0
98,14,5,0.0
98,14,6,0.0
98,14,7,0.0
98,14,8,0.0
98,14,9,0.0
98,14,10,0.0
98,15,1,0.0
98,15,2,0.0
98,15,3,0.0
98,15,4,0.0
98,15,5,0.0
98,15,6,0.0
98,15,7,0.0
98,15,8,0.0
98,15,9,0.0
98,15,10,0.0
98,16,1,0.0
98,16,2,0.0
98,16,3,0.0
98,16,4,0.0
98,16,5,0.0
98,16,6,0.0
98,16,7,0.0
98,16,8,0.0
98,16,9,0.0
98,16,10,0.0
98,17,1,0.0
98,17,2,0.0
98,17,3,0.0
98,17,4,0.0
98,17,5,0.0
98,17,6,0.0
98,17,7,0.0
98,17,8,0.0
98,17,9,0.0
98,17,10,0.0
98,18,1,0.0
98,18,2,0.0
98,18,3,0.0
98,18,4,0.0
98,18,5,0.0
98,18,6,0.0
98,18,7,0.0
98,18,8,0.0
98,18,9,0.0
98,18,10,0.0
98,19,1,0.0
98,19,2,0.0
98,19,3,0.0
98,19,4,0.0
98,19,5,0.0
98,19,6,0.0
98,19,7,0.0
98,19,8,0.0
98,19,9,0.0
98,19,10,0.0
98,20,1,0.0
98,20,2,0.0
98,20,3,0.0
98,20,4,0.0
98,20,5,0.0
98,20,6,0.0
98,20,7,0.0
98,20,8,0.0
98,20,9,0.0
98,20,10,0.0
98,21,1,0.0
98,21,2,0.0
98,21,3,0.0
98,21,4,0.0
98,21,5,0.0
98,21,6,0.0
98,21,7,0.0
98,21,8,0.0
98,21,9,0.0
98,21,10,0.0
98,22,1,0.0
98,22,2,0.0
98,22,3,0.0
98,22,4,0.0
98,22,5,0.0
98,22,6,0.0
98,22,7,0.0
98,22,8,0.0
98,22,9,0.0
98,22,10,0.0
98,23,1,0.0
98,23,2,0.0
98,23,3,0.0
98,23,4,0.0
98,23,5,0.0
98,23,6,0.0
98,23,7,0.0
98,23,8,0.0
98,23,9,0.0
98,23,10,0.0
98,24,1,0.0
98,24,2,0.0
98,24,3,0.0
98,24,4,0.0
98,24,5,0.0
98,24,6,0.0
98,24,7,0.0
98,24,8,0.0
98,24,9,0.0
98,24,10,0.0
99,1,1,0.0
99,1,2,0.0
99,1,3,0.0
99,1,4,0.0
99,1,5,0.0
99,1,6,0.0
99,1,7,0.0
99,1,8,0.0
99,1,9,0.0
99,1,10,0.0
99,2,1,0.0
99,2,2,0.0
99,2,3,0.0
99,2,4,0.0
99,2,5,0.0
99,2,6,0.0
99,2,7,0.0
99,2,8,0.0
99,2,9,0.0
99,2,10,0.0
99,3,1,0.0
99,3,2,0.0
99,3,3,0.0
99,3,4,0.0
99,3,5,0.0
99,3,6,0.0
99,3,7,0.0
99,3,8,0.0
99,3,9,0.0
99,3,10,0.0
99,4,1,0.0
99,4,2,0.0
99,4,3,0.0
99,4,4,0.0
99,4,5,0.0
99,4,6,0.0
99,4,7,0.0
99,4,8,0.0
99,4,9,0.0
99,4,10,0.0
99,5,1,0.0
99,5,2,0.0
99,5,3,0.0
99,5,4,0.0
99,5,5,0.0
99,5,6,0.0
99,5,7,0.0
99,5,8,0.0
99,5,9,0.0
99,5,10,0.0
99,6,1,0.0
99,6,2,0.0
99,6,3,0.0
99,6,4,0.0
99,6,5,0.0
99,6,6,0.0
99,6,7,0.0
99,6,8,0.0
99,6,9,0.0
99,6,10,0.0
99,7,1,0.0
99,7,2,0.0
99,7,3,0.0
99,7,4,0.0
99,7,5,0.0
99,7,6,0.0
99,7,7,0.0
99,7,8,0.0
99,7,9,0.0
99,7,10,0.0
99,8,1,0.0
99,8,2,0.0
99,8,3,0.0
99,8,4,0.0
99,8,5,0.0
99,8,6,0.0
99,8,7,0.0
99,8,8,0.0
99,8,9,0.0
99,8,10,0.0
99,9,1,0.0
99,9,2,0.0
99,9,3,0.0
99,9,4,0.0
99,9,5,0.0
99,9,6,0.0
99,9,7,0.0
99,9,8,0.0
99,9,9,0.0
99,9,10,0.0
99,10,1,0.0
99,10,2,0.0
99,10,3,0.0
99,10,4,0.0
99,10,5,0.0
99,10,6,0.0
99,10,7,0.0
99,10,8,0.0
99,10,9,0.0
99,10,10,0.0
99,11,1,0.0
99,11,2,0.0
99,11,3,0.0
99,11,4,0.0
99,11,5,0.0
99,11,6,0.0
99,11,7,0.0
99,11,8,0.0
99,11,9,0.0
99,11,10,0.0
99,12,1,0.0
99,12,2,0.0
99,12,3,0.0
99,12,4,0.0
99,12,5,0.0
99,12,6,0.0
99,12,7,0.0
99,12,8,0.0
99,12,9,0.0
99,12,10,0.0
99,13,1,0.0
99,13,2,0.0
99,13,3,0.0
99,13,4,0.0
99,13,5,0.0
99,13,6,0.0
99,13,7,0.0
99,13,8,0.0
99,13,9,0.0
99,13,10,0.0
99,14,1,0.0
99,14,2,0.0
99,14,3,0.0
99,14,4,0.0
99,14,5,0.0
99,14,6,0.0
99,14,7,0.0
99,14,8,0.0
99,14,9,0.0
99,14,10,0.0
99,15,1,0.0
99,15,2,0.0
99,15,3,0.0
99,15,4,0.0
99,15,5,0.0
99,15,6,0.0
99,15,7,0.0
99,15,8,0.0
99,15,9,0.0
99,15,10,0.0
99,16,1,0.0
99,16,2,0.0
99,16,3,0.0
99,16,4,0.0
99,16,5,0.0
99,16,6,0.0
99,16,7,0.0
99,16,8,0.0
99,16,9,0.0
99,16,10,0.0
99,17,1,0.0
99,17,2,0.0
99,17,3,0.0
99,17,4,0.0
99,17,5,0.0
99,17,6,0.0
99,17,7,0.0
99,17,8,0.0
99,17,9,0.0
99,17,10,0.0
99,18,1,0.0
99,18,2,0.0
99,18,3,0.0
99,18,4,0.0
99,18,5,0.0
99,18,6,0.0
99,18,7,0.0
99,18,8,0.0
99,18,9,0.0
99,18,10,0.0
99,19,1,0.0
99,19,2,0.0
99,19,3,0.0
99,19,4,0.0
99,19,5,0.0
99,19,6,0.0
99,19,7,0.0
99,19,8,0.0
99,19,9,0.0
99,19,10,0.0
99,20,1,0.0
99,20,2,0.0
99,20,3,0.0
99,20,4,0.0
99,20,5,0.0
99,20,6,0.0
99,20,7,0.0
99,20,8,0.0
99,20,9,0.0
99,20,10,0.0
99,21,1,0.0
99,21,2,0.0
99,21,3,0.0
99,21,4,0.0
99,21,5,0.0
99,21,6,0.0
99,21,7,0.0
99,21,8,0.0
99,21,9,0.0
99,21,10,0.0
99,22,1,0.0
99,22,2,0.0
99,22,3,0.0
99,22,4,0.0
99,22,5,0.0
99,22,6,0.0
99,22,7,0.0
99,22,8,0.0
99,22,9,0.0
99,22,10,0.0
99,23,1,0.0
99,23,2,0.0
99,23,3,0.0
99,23,4,0.0
99,23,5,0.0
99,23,6,0.0
99,23,7,0.0
99,23,8,0.0
99,23,9,0.0
99,23,10,0.0
99,24,1,0.0
99,24,2,0.0
99,24,3,0.0
99,24,4,0.0
99,24,5,0.0
99,24,6,0.0
99,24,7,0.0
99,24,8,0.0
99,24,9,0.0
99,24,10,0.0
100,1,1,0.0
100,1,2,0.0
100,1,3,0.0
100,1,4,0.0
100,1,5,0.0
100,1,6,0.0
100,1,7,0.0
100,1,8,0.0
100,1,9,0.0
100,1,10,0.0
100,2,1,0.0
100,2,2,0.0
100,2,3,0.0
100,2,4,0.0
100,2,5,0.0
100,2,6,0.0
100,2,7,0.0
100,2,8,0.0
100,2,9,0.0
100,2,10,0.0
100,3,1,0.0
100,3,2,0.0
100,3,3,0.0
100,3,4,0.0
100,3,5,0.0
100,3,6,0.0
100,3,7,0.0
100,3,8,0.0
100,3,9,0.0
100,3,10,0.0
100,4,1,0.0
100,4,2,0.0
100,4,3,0.0
100,4,4,0.0
100,4,5,0.0
100,4,6,0.0
100,4,7,0.0
100,4,8,0.0
100,4,9,0.0
100,4,10,0.0
100,5,1,0.0
100,5,2,0.0
100,5,3,0.0
100,5,4,0.0
100,5,5,0.0
100,5,6,0.0
100,5,7,0.0
100,5,8,0.0
100,5,9,0.0
100,5,10,0.0
100,6,1,0.0
100,6,2,0.0
100,6,3,0.0
100,6,4,0.0
100,6,5,0.0
100,6,6,0.0
100,6,7,0.0
100,6,8,0.0
100,6,9,0.0
100,6,10,0.0
100,7,1,0.0
100,7,2,0.0
100,7,3,0.0
100,7,4,0.0
100,7,5,0.0
100,7,6,0.0
100,7,7,0.0
100,7,8,0.0
100,7,9,0.0
100,7,10,0.0
100,8,1,0.0
100,8,2,0.0
100,8,3,0.0
100,8,4,0.0
100,8,5,0.0
100,8,6,0.0
100,8,7,0.0
100,8,8,0.0
100,8,9,0.0
100,8,10,0.0
100,9,1,0.0
100,9,2,0.0
100,9,3,0.0
100,9,4,0.0
100,9,5,0.0
100,9,6,0.0
100,9,7,0.0
100,9,8,0.0
100,9,9,0.0
100,9,10,0.0
100,10,1,0.0
100,10,2,0.0
100,10,3,0.0
100,10,4,0.0
100,10,5,0.0
100,10,6,0.0
100,10,7,0.0
100,10,8,0.0
100,10,9,0.0
100,10,10,0.0
100,11,1,0.0
100,11,2,0.0
100,11,3,0.0
100,11,4,0.0
100,11,5,0.0
100,11,6,0.0
100,11,7,0.0
100,11,8,0.0
100,11,9,0.0
100,11,10,0.0
100,12,1,0.0
100,12,2,0.0
100,12,3,0.0
100,12,4,0.0
100,12,5,0.0
100,12,6,0.0
100,12,7,0.0
100,12,8,0.0
100,12,9,0.0
100,12,10,0.0
100,13,1,0.0
100,13,2,0.0
100,13,3,0.0
100,13,4,0.0
100,13,5,0.0
100,13,6,0.0
100,13,7,0.0
100,13,8,0.0
100,13,9,0.0
100,13,10,0.0
100,14,1,0.0
100,14,2,0.0
100,14,3,0.0
100,14,4,0.0
100,14,5,0.0
100,14,6,0.0
100,14,7,0.0
100,14,8,0.0
100,14,9,0.0
100,14,10,0.0
100,15,1,0.0
100,15,2,0.0
100,15,3,0.0
100,15,4,0.0
100,15,5,0.0
100,15,6,0.0
100,15,7,0.0
100,15,8,0.0
100,15,9,0.0
100,15,10,0.0
100,16,1,0.0
100,16,2,0.0
100,16,3,0.0
100,16,4,0.0
100,16,5,0.0
100,16,6,0.0
100,16,7,0.0
100,16,8,0.0
100,16,9,0.0
100,16,10,0.0
100,17,1,0.0
100,17,2,0.0
100,17,3,0.0
100,17,4,0.0
100,17,5,0.0
100,17,6,0.0
100,17,7,0.0
100,17,8,0.0
100,17,9,0.0
100,17,10,0.0
100,18,1,0.0
100,18,2,0.0
100,18,3,0.0
100,18,4,0.0
100,18,5,0.0
100,18,6,0.0
100,18,7,0.0
100,18,8,0.0
100,18,9,0.0
100,18,10,0.0
100,19,1,0.0
100,19,2,0.0
100,19,3,0.0
100,19,4,0.0
100,19,5,0.0
100,19,6,0.0
100,19,7,0.0
100,19,8,0.0
100,19,9,0.0
100,19,10,0.0
100,20,1,0.0
100,20,2,0.0
100,20,3,0.0
100,20,4,0.0
100,20,5,0.0
100,20,6,0.0
100,20,7,0.0
100,20,8,0.0
100,20,9,0.0
100,20,10,0.0
100,21,1,0.0
100,21,2,0.0
100,21,3,0.0
100,21,4,0.0
100,21,5,0.0
100,21,6,0.0
100,21,7,0.0
100,21,8,0.0
100,21,9,0.0
100,21,10,0.0
100,22,1,0.0
100,22,2,0.0
100,22,3,0.0
100,22,4,0.0
100,22,5,0.0
100,22,6,0.0
100,22,7,0.0
100,22,8,0.0
100,22,9,0.0
100,22,10,0.0
100,23,1,0.0
100,23,2,0.0
100,23,3,0.0
100,23,4,0.0
100,23,5,0.0
100,23,6,0.0
100,23,7,0.0
100,23,8,0.0
100,23,9,0.0
100,23,10,0.0
100,24,1,0.0
100,24,2,0.0
100,24,3,0.0
100,24,4,0.0
100,24,5,0.0
100,24,6,0.0
100,24,7,0.0
100,24,8,0.0
100,24,9,0.0
100,24,10,0.0
101,1,1,0.0
101,1,2,0.0
101,1,3,0.0
101,1,4,0.0
101,1,5,0.0
101,1,6,0.0
101,1,7,0.0
101,1,8,0.0
101,1,9,0.0
101,1,10,0.0
101,2,1,0.0
101,2,2,0.0
101,2,3,0.0
101,2,4,0.0
101,2,5,0.0
101,2,6,0.0
101,2,7,0.0
101,2,8,0.0
101,2,9,0.0
101,2,10,0.0
101,3,1,0.0
101,3,2,0.0
101,3,3,0.0
101,3,4,0.0
101,3,5,0.0
101,3,6,0.0
101,3,7,0.0
101,3,8,0.0
101,3,9,0.0
101,3,10,0.0
101,4,1,0.0
101,4,2,0.0
101,4,3,0.0
101,4,4,0.0
101,4,5,0.0
101,4,6,0.0
101,4,7,0.0
101,4,8,0.0
101,4,9,0.0
101,4,10,0.0
101,5,1,0.0
101,5,2,0.0
101,5,3,0.0
101,5,4,0.0
101,5,5,0.0
101,5,6,0.0
101,5,7,0.0
101,5,8,0.0
101,5,9,0.0
101,5,10,0.0
101,6,1,0.0
101,6,2,0.0
101,6,3,0.0
101,6,4,0.0
101,6,5,0.0
101,6,6,0.0
101,6,7,0.0
101,6,8,0.0
101,6,9,0.0
101,6,10,0.0
101,7,1,0.0
101,7,2,0.0
101,7,3,0.0
101,7,4,0.0
101,7,5,0.0
101,7,6,0.0
101,7,7,0.0
101,7,8,0.0
101,7,9,0.0
101,7,10,0.0
101,8,1,0.0
101,8,2,0.0
101,8,3,0.0
101,8,4,0.0
101,8,5,0.0
101,8,6,0.0
101,8,7,0.0
101,8,8,0.0
101,8,9,0.0
101,8,10,0.0
101,9,1,0.0
101,9,2,0.0
101,9,3,0.0
101,9,4,0.0
101,9,5,0.0
101,9,6,0.0
101,9,7,0.0
101,9,8,0.0
101,9,9,0.0
101,9,10,0.0
101,10,1,0.0
101,10,2,0.0
101,10,3,0.0
101,10,4,0.0
101,10,5,0.0
101,10,6,0.0
101,10,7,0.0
101,10,8,0.0
101,10,9,0.0
101,10,10,0.0
101,11,1,0.0
101,11,2,0.0
101,11,3,0.0
101,11,4,0.0
101,11,5,0.0
101,11,6,0.0
101,11,7,0.0
101,11,8,0.0
101,11,9,0.0
101,11,10,0.0
101,12,1,0.0
101,12,2,0.0
101,12,3,0.0
101,12,4,0.0
101,12,5,0.0
101,12,6,0.0
101,12,7,0.0
101,12,8,0.0
101,12,9,0.0
101,12,10,0.0
101,13,1,0.0
101,13,2,0.0
101,13,3,0.0
101,13,4,0.0
101,13,5,0.0
101,13,6,0.0
101,13,7,0.0
101,13,8,0.0
101,13,9,0.0
101,13,10,0.0
101,14,1,0.0
101,14,2,0.0
101,14,3,0.0
101,14,4,0.0
101,14,5,0.0
101,14,6,0.0
101,14,7,0.0
101,14,8,0.0
101,14,9,0.0
101,14,10,0.0
101,15,1,0.0
101,15,2,0.0
101,15,3,0.0
101,15,4,0.0
101,15,5,0.0
101,15,6,0.0
101,15,7,0.0
101,15,8,0.0
101,15,9,0.0
101,15,10,0.0
101,16,1,0.0
101,16,2,0.0
101,16,3,0.0
101,16,4,0.0
101,16,5,0.0
101,16,6,0.0
101,16,7,0.0
101,16,8,0.0
101,16,9,0.0
101,16,10,0.0
101,17,1,0.0
101,17,2,0.0
101,17,3,0.0
101,17,4,0.0
101,17,5,0.0
101,17,6,0.0
101,17,7,0.0
101,17,8,0.0
101,17,9,0.0
101,17,10,0.0
101,18,1,0.0
101,18,2,0.0
101,18,3,0.0
101,18,4,0.0
101,18,5,0.0
101,18,6,0.0
101,18,7,0.0
101,18,8,0.0
101,18,9,0.0
101,18,10,0.0
101,19,1,0.0
101,19,2,0.0
101,19,3,0.0
101,19,4,0.0
101,19,5,0.0
101,19,6,0.0
101,19,7,0.0
101,19,8,0.0
101,19,9,0.0
101,19,10,0.0
101,20,1,0.0
101,20,2,0.0
101,20,3,0.0
101,20,4,0.0
101,20,5,0.0
101,20,6,0.0
101,20,7,0.0
101,20,8,0.0
101,20,9,0.0
101,20,10,0.0
101,21,1,0.0
101,21,2,0.0
101,21,3,0.0
101,21,4,0.0
101,21,5,0.0
101,21,6,0.0
101,21,7,0.0
101,21,8,0.0
101,21,9,0.0
101,21,10,0.0
101,22,1,0.0
101,22,2,0.0
101,22,3,0.0
101,22,4,0.0
101,22,5,0.0
101,22,6,0.0
101,22,7,0.0
101,22,8,0.0
101,22,9,0.0
101,22,10,0.0
101,23,1,0.0
101,23,2,0.0
101,23,3,0.0
101,23,4,0.0
101,23,5,0.0
101,23,6,0.0
101,23,7,0.0
101,23,8,0.0
101,23,9,0.0
101,23,10,0.0
101,24,1,0.0
101,24,2,0.0
101,24,3,0.0
101,24,4,0.0
101,24,5,0.0
101,24,6,0.0
101,24,7,0.0
101,24,8,0.0
101,24,9,0.0
101,24,10,0.0
102,1,1,0.0
102,1,2,0.0
102,1,3,0.0
102,1,4,0.0
102,1,5,0.0
102,1,6,0.0
102,1,7,0.0
102,1,8,0.0
102,1,9,0.0
102,1,10,0.0
102,2,1,0.0
102,2,2,0.0
102,2,3,0.0
102,2,4,0.0
102,2,5,0.0
102,2,6,0.0
102,2,7,0.0
102,2,8,0.0
102,2,9,0.0
102,2,10,0.0
102,3,1,0.0
102,3,2,0.0
102,3,3,0.0
102,3,4,0.0
102,3,5,0.0
102,3,6,0.0
102,3,7,0.0
102,3,8,0.0
102,3,9,0.0
102,3,10,0.0
102,4,1,0.0
102,4,2,0.0
102,4,3,0.0
102,4,4,0.0
102,4,5,0.0
102,4,6,0.0
102,4,7,0.0
102,4,8,0.0
102,4,9,0.0
102,4,10,0.0
102,5,1,0.0
102,5,2,0.0
102,5,3,0.0
102,5,4,0.0
102,5,5,0.0
102,5,6,0.0
102,5,7,0.0
102,5,8,0.0
102,5,9,0.0
102,5,10,0.0
102,6,1,0.0
102,6,2,0.0
102,6,3,0.0
102,6,4,0.0
102,6,5,0.0
102,6,6,0.0
102,6,7,0.0
102,6,8,0.0
102,6,9,0.0
102,6,10,0.0
102,7,1,0.0
102,7,2,0.0
102,7,3,0.0
102,7,4,0.0
102,7,5,0.0
102,7,6,0.0
102,7,7,0.0
102,7,8,0.0
102,7,9,0.0
102,7,10,0.0
102,8,1,0.0
102,8,2,0.0
102,8,3,0.0
102,8,4,0.0
102,8,5,0.0
102,8,6,0.0
102,8,7,0.0
102,8,8,0.0
102,8,9,0.0
102,8,10,0.0
102,9,1,0.0
102,9,2,0.0
102,9,3,0.0
102,9,4,0.0
102,9,5,0.0
102,9,6,0.0
102,9,7,0.0
102,9,8,0.0
102,9,9,0.0
102,9,10,0.0
102,10,1,0.0
102,10,2,0.0
102,10,3,0.0
102,10,4,0.0
102,10,5,0.0
102,10,6,0.0
102,10,7,0.0
102,10,8,0.0
102,10,9,0.0
102,10,10,0.0
102,11,1,0.0
102,11,2,0.0
102,11,3,0.0
102,11,4,0.0
102,11,5,0.0
102,11,6,0.0
102,11,7,0.0
102,11,8,0.0
102,11,9,0.0
102,11,10,0.0
102,12,1,0.0
102,12,2,0.0
102,12,3,0.0
102,12,4,0.0
102,12,5,0.0
102,12,6,0.0
102,12,7,0.0
102,12,8,0.0
102,12,9,0.0
102,12,10,0.0
102,13,1,0.0
102,13,2,0.0
102,13,3,0.0
102,13,4,0.0
102,13,5,0.0
102,13,6,0.0
102,13,7,0.0
102,13,8,0.0
102,13,9,0.0
102,13,10,0.0
102,14,1,0.0
102,14,2,0.0
102,14,3,0.0
102,14,4,0.0
102,14,5,0.0
102,14,6,0.0
102,14,7,0.0
102,14,8,0.0
102,14,9,0.0
102,14,10,0.0
102,15,1,0.0
102,15,2,0.0
102,15,3,0.0
102,15,4,0.0
102,15,5,0.0
102,15,6,0.0
102,15,7,0.0
102,15,8,0.0
102,15,9,0.0
102,15,10,0.0
102,16,1,0.0
102,16,2,0.0
102,16,3,0.0
102,16,4,0.0
102,16,5,0.0
102,16,6,0.0
102,16,7,0.0
102,16,8,0.0
102,16,9,0.0
102,16,10,0.0
102,17,1,0.0
102,17,2,0.0
102,17,3,0.0
102,17,4,0.0
102,17,5,0.0
102,17,6,0.0
102,17,7,0.0
102,17,8,0.0
102,17,9,0.0
102,17,10,0.0
102,18,1,0.0
102,18,2,0.0
102,18,3,0.0
102,18,4,0.0
102,18,5,0.0
102,18,6,0.0
102,18,7,0.0
102,18,8,0.0
102,18,9,0.0
102,18,10,0.0
102,19,1,0.0
102,19,2,0.0
102,19,3,0.0
102,19,4,0.0
102,19,5,0.0
102,19,6,0.0
102,19,7,0.0
102,19,8,0.0
102,19,9,0.0
102,19,10,0.0
102,20,1,0.0
102,20,2,0.0
102,20,3,0.0
102,20,4,0.0
102,20,5,0.0
102,20,6,0.0
102,20,7,0.0
102,20,8,0.0
102,20,9,0.0
102,20,10,0.0
102,21,1,0.0
102,21,2,0.0
102,21,3,0.0
102,21,4,0.0
102,21,5,0.0
102,21,6,0.0
102,21,7,0.0
102,21,8,0.0
102,21,9,0.0
102,21,10,0.0
102,22,1,0.0
102,22,2,0.0
102,22,3,0.0
102,22,4,0.0
102,22,5,0.0
102,22,6,0.0
102,22,7,0.0
102,22,8,0.0
102,22,9,0.0
102,22,10,0.0
102,23,1,0.0
102,23,2,0.0
102,23,3,0.0
102,23,4,0.0
102,23,5,0.0
102,23,6,0.0
102,23,7,0.0
102,23,8,0.0
102,23,9,0.0
102,23,10,0.0
102,24,1,0.0
102,24,2,0.0
102,24,3,0.0
102,24,4,0.0
102,24,5,0.0
102,24,6,0.0
102,24,7,0.0
102,24,8,0.0
102,24,9,0.0
102,24,10,0.0
103,1,1,0.0
103,1,2,0.0
103,1,3,0.0
103,1,4,0.0
103,1,5,0.0
103,1,6,0.0
103,1,7,0.0
103,1,8,0.0
103,1,9,0.0
103,1,10,0.0
103,2,1,0.0
103,2,2,0.0
103,2,3,0.0
103,2,4,0.0
103,2,5,0.0
103,2,6,0.0
103,2,7,0.0
103,2,8,0.0
103,2,9,0.0
103,2,10,0.0
103,3,1,0.0
103,3,2,0.0
103,3,3,0.0
103,3,4,0.0
103,3,5,0.0
103,3,6,0.0
103,3,7,0.0
103,3,8,0.0
103,3,9,0.0
103,3,10,0.0
103,4,1,0.0
103,4,2,0.0
103,4,3,0.0
103,4,4,0.0
103,4,5,0.0
103,4,6,0.0
103,4,7,0.0
103,4,8,0.0
103,4,9,0.0
103,4,10,0.0
103,5,1,0.0
103,5,2,0.0
103,5,3,0.0
103,5,4,0.0
103,5,5,0.0
103,5,6,0.0
103,5,7,0.0
103,5,8,0.0
103,5,9,0.0
103,5,10,0.0
103,6,1,0.0
103,6,2,0.0
103,6,3,0.0
103,6,4,0.0
103,6,5,0.0
103,6,6,0.0
103,6,7,0.0
103,6,8,0.0
103,6,9,0.0
103,6,10,0.0
103,7,1,0.0
103,7,2,0.0
103,7,3,0.0
103,7,4,0.0
103,7,5,0.0
103,7,6,0.0
103,7,7,0.0
103,7,8,0.0
103,7,9,0.0
103,7,10,0.0
103,8,1,0.0
103,8,2,0.0
103,8,3,0.0
103,8,4,0.0
103,8,5,0.0
103,8,6,0.0
103,8,7,0.0
103,8,8,0.0
103,8,9,0.0
103,8,10,0.0
103,9,1,0.0
103,9,2,0.0
103,9,3,0.0
103,9,4,0.0
103,9,5,0.0
103,9,6,0.0
103,9,7,0.0
